-8 -13
2 -3
-18 -27
-18 18
22 30
12 14
-10 32
-17 32
32 -11
1 -28
-8 -1
7 32
-18 -16
12 8
32 3
-4 -28
22 -27
-8 -28
22 -5
-8 -24
21 -28
-8 8
2 -1
5 -28
29 -28
2 -2
-2 -28
-15 -8
12 -18
8 12
12 -22
-8 -12
-18 -15
32 -10
22 5
6 -28
12 24
4 32
-28 -17
-6 32
-28 16
-8 -16
-14 12
-18 16
9 -8
-3 -8
-8 2
-28 -18
12 17
13 12
17 -8
-18 7
32 0
-18 30
2 24
-28 3
12 0
2 29
-18 17
29 12
-16 32
32 14
-25 -28
22 -9
-21 32
-6 -8
-9 -8
32 27
29 -8
-1 12
-28 -6
15 -8
-28 5
16 -28
32 -17
-28 1
-8 16
2 -24
-18 -6
2 0
18 -8
1 12
-18 31
12 -1
-2 32
2 -4
-5 32
-18 5
-8 29
2 -14
-8 15
25 -8
2 -15
-26 32
23 -8
12 28
32 -9
-8 -10
12 27
22 -24
6 -8
10 32
6 32
-19 12
-10 -8
12 -7
2 7
2 20
-8 -14
-18 -3
12 21
22 -20
21 -8
32 21
2 -10
2 31
22 15
32 22
-24 12
22 4
32 -18
4 -8
20 -8
2 -18
0 32
32 -20
22 10
22 23
-18 -24
-26 -28
-18 8
22 -22
-1 -8
-14 -8
27 32
-8 30
2 -19
25 -28
-8 -15
-18 -18
12 -23
32 -3
-18 26
-18 20
22 22
-18 10
22 29
8 -8
-8 21
32 28
2 15
-14 -28
32 16
-18 -23
-18 28
-8 12
-28 32
11 -28
-28 26
-19 -28
-28 -9
32 -12
3 12
32 8
-10 -28
2 21
-23 -8
-8 27
-4 32
-28 -12
32 -27
1 32
-17 -28
22 -25
22 21
-11 -28
-8 32
-19 32
-5 -8
20 32
-18 -11
2 10
-18 -10
-8 20
-11 12
-8 19
32 10
-15 12
-18 -26
-22 -28
26 -28
-8 0
32 23
-18 11
31 32
-18 -12
22 -7
10 -8
32 12
22 17
15 32
-18 -5
32 17
22 25
12 -17
30 32
-28 25
2 4
28 -28
12 13
-1 32
6 12
2 -7
-28 -13
-28 -23
-8 25
-15 -28
22 32
-18 25
12 20
32 -22
-27 -8
-28 -2
-8 11
26 12
32 2
19 -28
24 -28
-17 12
-20 12
22 7
19 -8
12 -19
12 31
22 -6
-13 -8
0 -28
9 12
11 32
16 -8
-22 12
-28 18
-18 4
-3 32
-8 -21
22 -4
-16 -28
-28 28
8 32
12 11
2 13
18 32
-18 15
12 5
2 30
-28 22
12 -9
-20 -28
7 -28
-8 -17
-28 10
19 32
-3 12
22 11
-8 -3
12 -16
2 28
-27 12
22 9
24 32
17 32
32 25
12 -10
-25 32
12 -28
13 -28
-8 1
-3 -28
-28 -4
12 32
