12 -31
7 32
25 12
-12 -8
-8 26
-26 -28
-8 10
2 15
-18 31
2 29
-2 12
2 -8
2 -30
-18 -30
-5 12
-9 -28
-28 -5
2 -7
-28 22
14 -8
32 18
2 34
-28 15
-2 -28
-18 -13
22 23
29 -8
22 30
26 -28
32 -11
-12 12
12 -25
22 -30
24 -28
27 32
15 32
11 12
22 5
-8 -12
2 6
25 32
-8 -13
-28 20
-12 -28
18 32
0 -8
-18 -27
22 1
2 -1
-9 -8
32 -24
12 -1
-28 32
-30 -8
22 25
-8 -4
-18 -21
22 8
12 11
32 5
22 -5
-28 3
22 -26
12 22
-8 0
-18 0
-28 35
32 -4
-18 -26
-8 -22
-8 32
32 -2
-21 -28
32 29
4 -8
-28 6
-5 -8
-8 -18
28 -8
12 -20
-8 13
2 -2
-11 -8
22 -12
22 18
2 4
2 -14
13 12
32 -20
6 -8
-18 13
12 -13
12 27
-23 12
32 19
2 -28
22 -10
22 -18
22 -25
-8 -29
22 28
2 -21
19 12
-18 14
2 11
-28 -7
-30 12
2 -16
2 -22
11 32
18 -8
12 -16
35 -8
22 -11
2 8
32 -30
12 31
6 32
-8 -31
7 -8
10 -28
-8 -15
22 -3
-28 -3
-8 19
-18 -25
-18 26
22 10
-18 -9
31 12
32 -6
-12 32
22 2
32 -26
2 30
13 -8
-10 12
-28 -22
32 16
20 -8
-8 5
12 5
8 -8
-28 -15
-20 -28
2 -9
22 -24
2 -10
12 18
-16 12
12 25
-8 30
22 -7
32 4
12 -18
-28 -31
-27 -28
1 12
12 -28
-20 32
32 -17
22 27
-17 -28
-28 -16
2 16
-21 32
-14 -8
-8 20
31 -8
9 12
-8 -10
2 9
-18 28
28 -28
-18 20
15 12
-18 -17
32 -19
-7 12
-18 -22
2 28
-24 -8
-16 -8
22 -31
-18 -24
-18 33
12 10
32 -1
-28 -10
-18 -7
12 35
-1 12
-10 32
16 32
-19 -8
-23 -28
13 32
25 -8
-18 16
-18 -6
2 -31
22 -15
-17 12
-8 -17
-28 -13
28 12
22 7
27 -8
33 -28
15 -28
-11 12
-28 -25
32 15
-28 -28
2 -3
6 12
12 -26
-8 3
12 3
-18 -3
9 -8
2 12
7 -28
2 0
-8 -27
-28 -18
-28 -6
32 -15
-28 -26
-19 12
-8 -26
-22 32
2 35
-25 12
18 -28
12 20
-17 32
2 -27
12 -24
32 -22
22 29
-8 15
23 -28
4 -28
-18 27
12 -7
-8 28
-28 -29
-15 -28
-28 34
-5 32
12 30
-18 -5
17 32
2 -24
14 32
-28 9
-15 12
-8 34
22 35
-28 -12
-22 -28
-28 -2
22 32
-28 21
-26 -8
-26 32
32 -21
-11 -28
2 33
-14 -28
2 -25
-11 32
5 -8
-18 5
-28 28
16 -28
22 24
-22 12
-22 -8
32 35
-18 -12
21 12
2 17
-28 -14
34 -8
32 1
1 -28
12 -4
32 13
-13 12
22 14
3 32
2 -6
5 12
-20 -8
-6 -28
32 23
4 12
32 11
-18 25
22 22
2 -18
32 -7
-28 -8
-9 12
12 -2
-10 -8
-18 22
5 32
26 12
12 32
12 -6
2 7
-1 -8
32 0
-8 9
2 -15
22 -14
12 -11
-28 -24
35 32
-8 22
32 2
2 31
32 33
2 32
14 12
20 -28
32 -5
-28 -19
12 -17
32 -12
2 5
